Price,Area,Bedrooms,Bathrooms,Location,Builder,Status 
53.92 L,963 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
60.36 L,1006 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
45.76 L,832 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
52 L,880 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
50.82 L,971 ,3 ,2 Bathrooms,Selaiyur,nan,Under Construction
40 L,748 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
36.18 L,804 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
38.15 L,737 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
79.92 L,1150 ,2 ,2 Bathrooms,Selaiyur,nan,Under Construction
94.72 L,1074 ,2 ,2 Bathrooms,Selaiyur,nan,Under Construction
50.17 L,896 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
60.36 L,1006 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
46.98 L,870 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
46.68 L,886 ,2 ,2 Bathrooms,Selaiyur,nan,Under Construction
61 L,1106 ,3 ,2 Bathrooms,Selaiyur,nan,Under Construction
82.5 L,1500 ,3 ,3 Bathrooms,Selaiyur,nan,Ready to move
43.11 L,889 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
84.79 L,1220 ,3 ,3 Bathrooms,Selaiyur,nan,Under Construction
44.85 L,975 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
63.43 L,967 ,2 ,nan,Selaiyur,Global Nectar,Under Construction
66.41 L,1186 ,3 ,3 Bathrooms,Selaiyur,nan,Ready to move
60.36 L,1006 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
37.83 L,780 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
54.13 L,1039 ,2 ,2 Bathrooms,Selaiyur,nan,Under Construction
38 L,1001 ,2 ,2 Bathrooms,Selaiyur, Haritha Garden,Ready to move
58 L,1050 ,2 ,2 Bathrooms,Selaiyur,KST Sai Guga,Under Construction
44 L,800 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
40 L,797 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
50 L,946 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
58 L,930 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
35 L,800 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
87 L,1578 ,3 ,3 Bathrooms,Selaiyur,nan,Ready to move
29 L,550 ,1 ,1 Bathrooms,Selaiyur,nan,Ready to move
40 L,806 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
70.01 L,1273 ,3 ,3 Bathrooms,Selaiyur,nan,Ready to move
59.72 L,1106 ,3 ,2 Bathrooms,Selaiyur,nan,Ready to move
93.54 L,1346 ,3 ,3 Bathrooms,Selaiyur,nan,Under Construction
84 L,1303 ,3 ,nan,Selaiyur,Global Nectar,Under Construction
40.89 L,889 ,2 ,nan,Selaiyur,nan,Ready to move
44 L,800 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
35 L,783 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
44.85 L,975 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
60.36 L,1006 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
60.48 L,1120 ,3 ,3 Bathrooms,Selaiyur,nan,Ready to move
62.33 L,959 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
44 L,800 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
48.6 L,900 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
66.17 L,1018 ,3 ,3 Bathrooms,Selaiyur,nan,Ready to move
73.12 L,1058 ,2 ,2 Bathrooms,Selaiyur,nan,Under Construction
39 L,806 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
63.8 L,1160 ,3 ,3 Bathrooms,Selaiyur,nan,Ready to move
54.43 L,1010 ,3 ,2 Bathrooms,Selaiyur,nan,Under Construction
74.64 L,1074 ,2 ,2 Bathrooms,Selaiyur,nan,Under Construction
56.75 L,872 ,2 ,2 Bathrooms,Selaiyur,nan,Under Construction
28.4 L,525 ,1 ,1 Bathrooms,Selaiyur,nan,Ready to move
51.53 L,937 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
40 L,830 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
71.65 L,1031 ,2 ,2 Bathrooms,Selaiyur,nan,Under Construction
37.76 L,821 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
78.39 L,1206 ,3 ,3 Bathrooms,Selaiyur,nan,Ready to move
70.33 L,1088 ,2 ,2 Bathrooms,Selaiyur,nan,Under Construction
40 L,802 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
47.46 L,863 ,2 ,2 Bathrooms,Selaiyur,nan,Ready to move
99.36 L,1242 ,2 ,nan,Madipakkam,Jones Blazia,Ready to move
60.9 L,870 ,2 ,nan,Madipakkam,Naaghappa Orchid,Under Construction
1.17 Cr,1380 ,3 ,nan,Madipakkam,Jones Blazia,Ready to move
62.37 L,891 ,2 ,nan,Madipakkam,Naaghappa Orchid,Under Construction
1.59 Cr,1882 ,3 ,nan,Madipakkam,Jones Blazia,Ready to move
61.18 L,874 ,2 ,nan,Madipakkam,Naaghappa Orchid,Under Construction
1.2 Cr,1735 ,4 ,3 Bathrooms,Madipakkam,Anugraha Mausani Garden Square,Ready to move
70 L,1076 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
37.5 L,910 ,2 ,2 Bathrooms,Madipakkam,nan,Ready to move
62.5 L,909 ,2 ,2 Bathrooms,Madipakkam,R U Avighna Abode,Under Construction
52 L,980 ,2 ,2 Bathrooms,Madipakkam,AGP Lakshyam,Ready to move
1.2 Cr,1760 ,3 ,3 Bathrooms,Madipakkam,Vishnoo Ram Nagar,Under Construction
54.5 L,850 ,2 ,2 Bathrooms,Madipakkam,Sravan Shelters Zebulon,Ready to move
42.06 L,701 ,2 ,nan,Madipakkam,VS Homes,Under Construction
71.32 L,1005 ,2 ,nan,Madipakkam,Priya Sri Lakshmi Kuberar Apartment,Under Construction
75.24 L,1140 ,3 ,3 Bathrooms,Madipakkam,nan,Under Construction
64 L,1000 ,2 ,nan,Madipakkam,Eeshani Sankara,Ready to move
58 L,932 ,2 ,2 Bathrooms,Madipakkam,nan,Ready to move
77.72 L,1341 ,3 ,3 Bathrooms,Madipakkam,nan,Ready to move
91.61 L,1255 ,3 ,2 Bathrooms,Madipakkam,nan,Under Construction
54.93 L,872 ,2 ,nan,Madipakkam,G K Thiara Apartments,Under Construction
75.27 L,1021 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
89.24 L,1373 ,3 ,nan,Madipakkam,Vesta Vestas Grand,Under Construction
82 L,1272 ,3 ,3 Bathrooms,Madipakkam,Tuya Aarudhra,Under Construction
63.5 L,927 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
1.32 Cr,1832 ,4 ,nan,Madipakkam,Sobha Winchester,Ready to move
54.31 L,876 ,2 ,2 Bathrooms,Madipakkam,nan,Ready to move
79 L,1096 ,3 ,2 Bathrooms,Madipakkam,nan,Under Construction
48.75 L,750 ,2 ,2 Bathrooms,Madipakkam,Majestic Homes,Ready to move
67 L,870 ,2 ,2 Bathrooms,Madipakkam,nan,Ready to move
1.32 Cr,1832 ,4 ,nan,Madipakkam,Sobha Winchester,Ready to move
90 L,1085 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
88 L,1099 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
65 L,1180 ,2 ,2 Bathrooms,Madipakkam,Dev Luxuria,Under Construction
71.32 L,1005 ,2 ,nan,Madipakkam,Priya Sri Lakshmi Kuberar Apartment,Under Construction
65 L,650 ,1 ,1 Bathrooms,Madipakkam,Sobha Winchester,Ready to move
96.86 L,1670 ,3 ,3 Bathrooms,Madipakkam,nan,Under Construction
70 L,850 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
1.8 Cr,1830 ,3 ,3 Bathrooms,Madipakkam,Sobha Winchester,Ready to move
1.15 Cr,1464 ,3 ,3 Bathrooms,Madipakkam,DRA 90 Degrees,Under Construction
51.22 L,652 ,1 ,1 Bathrooms,Madipakkam,Sobha Winchester,Ready to move
58 L,865 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
1.21 Cr,1506 ,3 ,3 Bathrooms,Madipakkam,DRA 90 Degrees,Ready to move
65.27 L,868 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
48.15 L,963 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
61.5 L,935 ,2 ,nan,Madipakkam,GS Ishwarayam Flats,Under Construction
25 L,515 ,1 ,1 Bathrooms,Madipakkam,AN Builders Madipakkam,Ready to move
67 L,1158 ,3 ,3 Bathrooms,Madipakkam,nan,Under Construction
85.62 L,1427 ,3 ,3 Bathrooms,Madipakkam,nan,Ready to move
76 L,1026 ,2 ,2 Bathrooms,Madipakkam,nan,Ready to move
75 L,1500 ,3 ,3 Bathrooms,Madipakkam,nan,Ready to move
55 L,901 ,2 ,2 Bathrooms,Madipakkam,nan,Ready to move
1.32 Cr,1832 ,4 ,nan,Madipakkam,Sobha Winchester,Ready to move
51 L,914 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
21 L,598 ,1 ,1 Bathrooms,Madipakkam,nan,Ready to move
65 L,930 ,2 ,2 Bathrooms,Madipakkam,PB Flat Perfect Prasansa,Under Construction
89 L,1178 ,3 ,3 Bathrooms,Madipakkam,nan,Under Construction
71 L,1303 ,3 ,2 Bathrooms,Madipakkam,nan,Ready to move
52.5 L,1040 ,3 ,2 Bathrooms,Madipakkam,nan,Ready to move
63 L,985 ,2 ,2 Bathrooms,Madipakkam,nan,Ready to move
55 L,943 ,2 ,2 Bathrooms,Madipakkam,nan,Ready to move
96.86 L,1670 ,3 ,3 Bathrooms,Madipakkam,nan,Under Construction
64 L,1573 ,3 ,3 Bathrooms,Madipakkam,nan,Ready to move
45 L,969 ,2 ,2 Bathrooms,Madipakkam,Majestic Padmam,Ready to move
1.02 Cr,1210 ,3 ,3 Bathrooms,Madipakkam,nan,Ready to move
64.58 L,936 ,2 ,nan,Madipakkam,Mantra Ragava,Ready to move
66 L,868 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
40 L,1049 ,3 ,2 Bathrooms,Madipakkam,nan,Under Construction
54.62 L,886 ,2 ,2 Bathrooms,Madipakkam,nan,Ready to move
73 L,1213 ,2 ,2 Bathrooms,Madipakkam,Jones Blazia,Ready to move
55 L,1165 ,2 ,2 Bathrooms,Madipakkam,nan,Ready to move
77.72 L,1340 ,3 ,3 Bathrooms,Madipakkam,nan,Ready to move
79 L,1219 ,3 ,3 Bathrooms,Madipakkam,Tuya Aarudhra,Under Construction
64.96 L,1120 ,3 ,3 Bathrooms,Madipakkam,nan,Under Construction
50 L,760 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
49.8 L,830 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
44 L,717 ,2 ,2 Bathrooms,Madipakkam,nan,Ready to move
99 L,1344 ,3 ,3 Bathrooms,Madipakkam,nan,Ready to move
85.35 L,1138 ,3 ,2 Bathrooms,Madipakkam,nan,Under Construction
1.27 Cr,1770 ,3 ,nan,Madipakkam,Sobha Winchester,Ready to move
79.73 L,1190 ,3 ,nan,Madipakkam,Eeshani Aparna,Under Construction
83.16 L,1260 ,3 ,3 Bathrooms,Madipakkam,nan,Under Construction
53 L,864 ,2 ,2 Bathrooms,Madipakkam,nan,Ready to move
1.27 Cr,1770 ,3 ,nan,Madipakkam,Sobha Winchester,Ready to move
52 L,916 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
72.82 L,1156 ,3 ,nan,Madipakkam,G K Thiara Apartments,Under Construction
74.03 L,1049 ,2 ,nan,Madipakkam,Priya Sri Lakshmi Kuberar Apartment,Under Construction
55 L,760 ,2 ,2 Bathrooms,Madipakkam,nan,Ready to move
1.06 Cr,1339 ,3 ,2 Bathrooms,Madipakkam,nan,Under Construction
21.5 L,600 ,1 ,1 Bathrooms,Madipakkam,nan,Ready to move
74.03 L,1049 ,2 ,nan,Madipakkam,Priya Sri Lakshmi Kuberar Apartment,Under Construction
65.26 L,1004 ,3 ,nan,Madipakkam,Vesta Vestas Grand,Under Construction
69.45 L,843 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
51.09 L,786 ,2 ,2 Bathrooms,Madipakkam,Majestic Homes,Ready to move
61.6 L,880 ,2 ,2 Bathrooms,Madipakkam,nan,Under Construction
83.08 L,1240 ,3 ,2 Bathrooms,Madipakkam,nan,Under Construction
97.84 L,1223 ,2 ,nan,Madipakkam,Jones Blazia,Ready to move
83 L,1157 ,3 ,2 Bathrooms,Madipakkam,nan,Under Construction
81.7 L,1167 ,3 ,3 Bathrooms,Madipakkam,nan,Under Construction
1.27 Cr,1770 ,3 ,nan,Madipakkam,Sobha Winchester,Ready to move
28.32 L,520 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
68.49 L,1105 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
57 L,915 ,2 ,2 Bathrooms,Kolathur,Pushkar Sree Renuga Kudil,Ready to move
55 L,900 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
92 L,1233 ,3 ,2 Bathrooms,Kolathur,RR Sai Lakshmi,Under Construction
1.25 Cr,1839 ,4 ,nan,Kolathur,KKR Elite,Ready to move
65.56 L,938 ,2 ,nan,Kolathur,MLR Thirupathi Flats,Under Construction
50.39 L,840 ,2 ,nan,Kolathur,Arjun Saraswathy Flats,Ready to move
54 L,882 ,2 ,2 Bathrooms,Kolathur,Sri Vishvag Residences,Under Construction
57.94 L,878 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
86 L,933 ,2 ,2 Bathrooms,Kolathur,Samprathy Arista,Under Construction
64.18 L,1070 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
86.04 L,1639 ,3 ,2 Bathrooms,Kolathur,Lokaa M One,Ready to move
69.96 L,933 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
50 L,765 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
86 L,933 ,2 ,2 Bathrooms,Kolathur,Samprathy Arista,Under Construction
64.5 L,860 ,2 ,2 Bathrooms,Kolathur,Golden Venkateswara,Under Construction
37 L,462 ,1 ,1 Bathrooms,Kolathur,nan,Ready to move
53 L,765 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
96 L,1555 ,3 ,3 Bathrooms,Kolathur,nan,Under Construction
53 L,765 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
93.3 L,1555 ,3 ,3 Bathrooms,Kolathur,nan,Under Construction
56 L,854 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
50.52 L,871 ,3 ,2 Bathrooms,Kolathur,nan,Ready to move
36 L,751 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
60 L,1000 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
22 L,550 ,1 ,2 Bathrooms,Kolathur,nan,Ready to move
1.2 Cr,1523 ,3 ,3 Bathrooms,Kolathur,nan,Ready to move
43.5 L,746 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
43 L,760 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
73.4 L,992 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
50.5 L,820 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
2.6 Cr,6000 ,10 ,9 Bathrooms,Kolathur,nan,Ready to move
69.56 L,928 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
65 L,834 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
82.16 L,1565 ,2 ,nan,Kolathur,Lokaa M One,Ready to move
52.44 L,874 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
58 L,885 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
92.49 L,1695 ,3 ,3 Bathrooms,Kolathur,RR Sai Lakshmi,Under Construction
96 L,1050 ,2 ,nan,Kolathur,Samprathy Arista,Under Construction
51.27 L,754 ,2 ,nan,Kolathur,KKR Apartments Kolathur,Ready to move
77.08 L,1285 ,3 ,nan,Kolathur,Arjun Saraswathy Flats,Ready to move
41.64 L,718 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
33.97 L,597 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
73.11 L,988 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
38 L,800 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
64.47 L,921 ,2 ,nan,Kolathur,MLR Thirupathi Flats,Under Construction
60.45 L,916 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
50.99 L,820 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
28 L,600 ,1 ,1 Bathrooms,Kolathur,nan,Ready to move
81 L,1119 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
59 L,936 ,2 ,2 Bathrooms,Kolathur,Sri Vishvag Residences,Under Construction
60 L,863 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
54 L,864 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
74.88 L,1070 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
55.8 L,715 ,2 ,2 Bathrooms,Kolathur,Golden Venkateswara,Under Construction
1.3 Cr,1680 ,4 ,4 Bathrooms,Kolathur,nan,Ready to move
50.52 L,871 ,2 ,2 Bathrooms,Kolathur,Swaraj Homes Navganesh Castle,Under Construction
1.01 Cr,1938 ,3 ,nan,Kolathur,Lokaa M One,Ready to move
92.5 L,1918 ,4 ,3 Bathrooms,Kolathur,RR Sai Lakshmi,Under Construction
63.44 L,933 ,2 ,nan,Kolathur,KKR Apartments Kolathur,Ready to move
52.49 L,875 ,2 ,nan,Kolathur,Arjun Saraswathy Flats,Ready to move
42 L,717 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
58.01 L,885 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
66.5 L,950 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
57.95 L,878 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
50.4 L,840 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
56.99 L,1018 ,2 ,2 Bathrooms,Kolathur,RS Chennai Apartments At Kolathur,Ready to move
67 L,815 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
58.75 L,978 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
82.16 L,1565 ,2 ,nan,Kolathur,Lokaa M One,Ready to move
66.28 L,947 ,3 ,2 Bathrooms,Kolathur,Samprathy Arista,Under Construction
82.16 L,1565 ,2 ,nan,Kolathur,Lokaa M One,Ready to move
68 L,1138 ,2 ,2 Bathrooms,Kolathur,Sri Vishvag Residences,Under Construction
65.6 L,986 ,2 ,1 Bathrooms,Kolathur,nan,Ready to move
52.06 L,871 ,3 ,2 Bathrooms,Kolathur,nan,Ready to move
74 L,963 ,2 ,2 Bathrooms,Kolathur,KRM 99 Delights,Ready to move
55.67 L,928 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
92.5 L,1154 ,2 ,2 Bathrooms,Kolathur,RR Sai Lakshmi,Under Construction
76.02 L,1118 ,3 ,nan,Kolathur,KKR Apartments Kolathur,Ready to move
46.58 L,802 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
56 L,854 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
69.38 L,925 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
60.5 L,841 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
57 L,1080 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
67.04 L,1277 ,2 ,nan,Kolathur,Lokaa M One,Ready to move
73.48 L,1050 ,3 ,2 Bathrooms,Kolathur,nan,Under Construction
65 L,890 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
51 L,820 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
45 L,706 ,2 ,2 Bathrooms,Kolathur,Sri Vishvag Residences,Under Construction
82.5 L,1100 ,3 ,3 Bathrooms,Kolathur,nan,Ready to move
49.13 L,848 ,2 ,2 Bathrooms,Kolathur,Navganesh Tulip,Under Construction
1.37 Cr,2627 ,3 ,nan,Kolathur,Lokaa M One,Ready to move
67 L,963 ,2 ,2 Bathrooms,Kolathur,KRM 99 Delights,Ready to move
65.3 L,933 ,2 ,2 Bathrooms,Kolathur,Samprathy Arista,Under Construction
67.04 L,1277 ,2 ,nan,Kolathur,Lokaa M One,Ready to move
1.34 Cr,1918 ,2 ,2 Bathrooms,Kolathur,RR Sai Lakshmi,Under Construction
55.9 L,854 ,2 ,2 Bathrooms,Kolathur,nan,Ready to move
69.37 L,925 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
60.24 L,832 ,2 ,2 Bathrooms,Kolathur,nan,Under Construction
65.7 L,900 ,2 ,nan,West Tambaram,Asset ATH Bright,Under Construction
1.04 Cr,2019 ,4 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
69.86 L,957 ,2 ,nan,West Tambaram,Asset ATH Bright,Under Construction
52.1 L,1004 ,2 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
1.03 Cr,1413 ,3 ,nan,West Tambaram,Asset ATH Bright,Under Construction
71.82 L,1384 ,3 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
55 L,1234 ,3 ,3 Bathrooms,West Tambaram,Vijay Shanthi Silent Valley,Ready to move
61.81 L,951 ,2 ,nan,West Tambaram,Viva Vintage,Ready to move
58 L,1200 ,2 ,2 Bathrooms,West Tambaram,Casa Grand Ferns,Ready to move
31.66 L,754 ,2 ,nan,West Tambaram,Nakshatra Enclave,Under Construction
80 L,1549 ,3 ,3 Bathrooms,West Tambaram,Casa Grand Ferns,Ready to move
59.85 L,1100 ,3 ,2 Bathrooms,West Tambaram,Cornerstone Breeze Apartments,Ready to move
15.37 L,459 ,1 ,1 Bathrooms,West Tambaram,Agni Agni Shree Lakshmi,Ready to move
52 L,1241 ,3 ,3 Bathrooms,West Tambaram,Casa Grand Ferns,Ready to move
50.4 L,900 ,2 ,nan,West Tambaram,Vishnu Pavithram Flats,Under Construction
33.63 L,801 ,2 ,nan,West Tambaram,Nakshatra Enclave,Under Construction
91.39 L,1252 ,3 ,nan,West Tambaram,Asset ATH Bright,Under Construction
60 L,1066 ,2 ,2 Bathrooms,West Tambaram,Casa Grand Ferns,Ready to move
46 L,1085 ,2 ,2 Bathrooms,West Tambaram,Casa Grand Ferns,Ready to move
71.77 L,1383 ,3 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
31.59 L,486 ,1 ,nan,West Tambaram,Viva Vintage,Ready to move
27.33 L,816 ,2 ,1 Bathrooms,West Tambaram,Agni Agni Shree Lakshmi,Ready to move
66.08 L,1180 ,3 ,nan,West Tambaram,Vishnu Pavithram Flats,Under Construction
39.3 L,936 ,2 ,nan,West Tambaram,Nakshatra Navrathna,Under Construction
62.41 L,855 ,2 ,nan,West Tambaram,Asset ATH Bright,Under Construction
45 L,1064 ,2 ,2 Bathrooms,West Tambaram,Casa Grand Ferns,Ready to move
70.68 L,1362 ,3 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
65 L,1544 ,3 ,3 Bathrooms,West Tambaram,Casa Grand Ferns,Ready to move
59.93 L,922 ,2 ,nan,West Tambaram,Viva Vintage,Ready to move
27.13 L,810 ,2 ,1 Bathrooms,West Tambaram,Agni Agni Shree Lakshmi,Ready to move
57.12 L,1020 ,3 ,nan,West Tambaram,Vishnu Pavithram Flats,Under Construction
36.02 L,858 ,2 ,nan,West Tambaram,Nakshatra Enclave,Under Construction
38 L,975 ,2 ,2 Bathrooms,West Tambaram,nan,Ready to move
35 L,590 ,2 ,1 Bathrooms,West Tambaram,Casa Grand Ferns,Ready to move
65 L,1400 ,3 ,3 Bathrooms,West Tambaram,Pace Anusa,Ready to move
56.51 L,1089 ,2 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
81.31 L,1251 ,3 ,nan,West Tambaram,Viva Vintage,Ready to move
25.39 L,758 ,2 ,1 Bathrooms,West Tambaram,Agni Agni Shree Lakshmi,Ready to move
52.08 L,930 ,2 ,nan,West Tambaram,Vishnu Pavithram Flats,Under Construction
31.11 L,741 ,2 ,nan,West Tambaram,Nakshatra Navrathna,Under Construction
28.7 L,820 ,2 ,2 Bathrooms,West Tambaram,nan,Ready to move
42.43 L,622 ,1 ,1 Bathrooms,West Tambaram,nan,Ready to move
85 L,1132 ,3 ,3 Bathrooms,West Tambaram,Casa Grand Ferns,Ready to move
52 L,1165 ,3 ,3 Bathrooms,West Tambaram,Pace Anusa,Ready to move
44 L,1120 ,3 ,3 Bathrooms,West Tambaram,Royal Splendour Akarshana,Ready to move
42.5 L,818 ,2 ,2 Bathrooms,West Tambaram,Sri Anandham,Under Construction
38 L,840 ,2 ,2 Bathrooms,West Tambaram,UV Tambaram,Ready to move
74.63 L,1438 ,3 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
25 L,500 ,1 ,1 Bathrooms,West Tambaram,Sriji Hill View Apartment,Ready to move
69.55 L,1070 ,2 ,nan,West Tambaram,Viva Vintage,Ready to move
15.64 L,467 ,1 ,1 Bathrooms,West Tambaram,Agni Agni Shree Lakshmi,Ready to move
45 L,1200 ,2 ,2 Bathrooms,West Tambaram,nan,Ready to move
42.5 L,818 ,2 ,2 Bathrooms,West Tambaram,Sri Anandham,Under Construction
35.9 L,855 ,2 ,nan,West Tambaram,Nakshatra Navrathna,Under Construction
39.68 L,945 ,2 ,nan,West Tambaram,Nakshatra Enclave,Under Construction
34.76 L,828 ,2 ,nan,West Tambaram,Nakshatra Enclave,Under Construction
34.93 L,832 ,2 ,nan,West Tambaram,Nakshatra Navrathna,Under Construction
31.99 L,762 ,2 ,nan,West Tambaram,Nakshatra Enclave,Under Construction
32.08 L,764 ,2 ,nan,West Tambaram,Nakshatra Navrathna,Under Construction
85 L,1530 ,3 ,3 Bathrooms,West Tambaram,Casa Grand Ferns,Ready to move
54.28 L,1046 ,2 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
40.47 L,964 ,2 ,nan,West Tambaram,Nakshatra Enclave,Under Construction
54.18 L,1044 ,2 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
74.89 L,1443 ,3 ,3 Bathrooms,West Tambaram,LML Prakriti Phase II,Under Construction
54.13 L,1043 ,2 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
54.07 L,1042 ,2 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
54.02 L,1041 ,2 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
53.97 L,1040 ,2 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
68.5 L,1320 ,3 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
53.4 L,1029 ,2 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
1.04 Cr,2019 ,4 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
52.1 L,1004 ,2 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
71.82 L,1384 ,3 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
71.77 L,1383 ,3 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
70.68 L,1362 ,3 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
56.51 L,1089 ,2 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
74.63 L,1438 ,3 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
53.35 L,1028 ,2 ,nan,West Tambaram,LML Prakriti Phase II,Under Construction
